,root,group,prob,X1_1,X2_1,X1_2,X2_2,X1_3,X2_3,X1_4,X2_4,X1_5,X2_5,X1_6,X2_6,X1_7,X2_7,X1_8,X2_8,X1_9,X2_9,X1_10,X2_10
0,ecj2018,national-500-5000,lu980.tsp,3.680017,-0.0188265,-0.16893455,0.050936013,4.478361,-0.02434161,-0.0061757355,-0.16924939,0.29098204,0.59444094,0.37049544,-0.16981518,-0.13022357,0.5694672,-0.15973371,-0.06423944,-0.16996686,-0.016230883,0.4326249,0.4157362
1,ecj2018,national-500-5000,mu1979.tsp,1.1006151,-0.04989317,0.21957666,-0.044948466,0.69010967,2.6487064,1.2550124,-0.14811829,1.0515285,1.0329093,0.9537392,0.34491834,2.2116687,1.2367965,0.9279011,0.28792545,0.5794886,-0.16202718,0.010822926,0.5395735
2,ecj2018,national-500-5000,rw1621.tsp,-0.0037732658,-0.10991828,0.06718199,0.07719367,0.21119174,0.4638844,-0.09530367,0.6392956,0.4574714,0.18477817,-0.053037707,0.49218914,0.6501164,0.20702623,0.37302712,0.49075896,0.40883142,0.25094032,0.06989969,-0.11239808
3,ecj2018,national-500-5000,uy734.tsp,-0.14894044,0.15168943,-0.15844911,-0.12574355,-0.004239569,-0.15642008,-0.13377497,-0.14915378,0.17931561,0.4631364,0.018740654,-0.16865928,-0.16464804,-0.13945487,-0.1042666,-0.16828102,-0.14688317,-0.1239744,0.35657942,0.37842163
4,ecj2018,national-500-5000,zi929.tsp,0.20620853,-0.16759124,0.06697636,0.35336185,0.9136711,0.33784482,-0.14955835,1.0795418,0.28772047,-0.15608324,-0.023096893,2.5954494,0.11541493,1.0453664,0.19091079,0.32478744,-0.07281102,0.14887555,0.1234047,0.026032213
5,ecj2018,netgen,1000-10-1.tsp,1.9792534,-0.004809688,0.24175656,-0.10668089,-0.15742193,1.1281067,3.3966546,-0.027900187,1.6478876,1.270315,2.9322176,-0.071137555,0.34391862,-0.10644646,0.6236455,0.11236218,1.0126933,-0.14806198,-6.186075e-05,2.7285023
6,ecj2018,netgen,1000-10-10.tsp,1.9612412,-0.005114314,0.23691484,-0.10804345,-0.15767789,1.1372575,3.3856025,-0.03133854,1.6553129,1.2815706,2.9313722,-0.071109205,0.34343866,-0.10696071,0.6101547,0.10729284,1.0148599,-0.14787453,-0.00012992858,2.6304731
7,ecj2018,netgen,1000-10-11.tsp,1.9500223,-0.0050959843,0.23486668,-0.1089322,-0.15746102,1.1310172,3.37234,-0.033497106,1.650899,1.272691,2.9145756,-0.069957756,0.34336394,-0.10680616,0.6347675,0.117024675,1.0117648,-0.14812061,-0.00026987935,2.553157
8,ecj2018,netgen,1000-10-12.tsp,1.9833045,-0.0053139916,0.24004719,-0.1071625,-0.15746357,1.1297162,3.3950102,-0.028660886,1.6547495,1.2856413,2.9359987,-0.07148551,0.3467005,-0.1065665,0.575464,0.09671599,1.0087864,-0.14827631,-0.00014086229,2.606594
9,ecj2018,netgen,1000-10-13.tsp,1.9736516,-0.0055287285,0.23576929,-0.108984716,-0.15724766,1.1240033,3.378601,-0.032318484,1.6527524,1.2822163,2.9295137,-0.07092682,0.346314,-0.10669321,0.5872913,0.10071176,1.0070451,-0.14835492,-0.00078514364,2.3751926
10,ecj2018,netgen,1000-10-14.tsp,1.9791305,-0.0045957766,0.2401439,-0.10838727,-0.15745975,1.1312789,3.3878455,-0.03232601,1.647665,1.2692852,2.9385633,-0.071304254,0.3413528,-0.1065826,0.63683355,0.117527485,1.0176027,-0.14771296,-0.000164128,2.6180887
11,ecj2018,netgen,1000-10-15.tsp,1.9544549,-0.0049695093,0.23472378,-0.10894763,-0.15753764,1.134344,3.3712447,-0.033879105,1.651811,1.2756318,2.905811,-0.06950434,0.34382644,-0.106759205,0.62884945,0.11465999,1.0149577,-0.14790043,-0.00015700601,2.6192112
12,ecj2018,netgen,1000-10-16.tsp,1.9799315,-0.0053926804,0.2383919,-0.10778914,-0.15744863,1.1298249,3.3931987,-0.029779397,1.655369,1.2854224,2.9348123,-0.07135297,0.34651616,-0.10664656,0.57781655,0.09834836,1.0076535,-0.14833835,-0.0002909541,2.5166419
13,ecj2018,netgen,1000-10-17.tsp,1.9570292,-0.005032095,0.23711364,-0.10816811,-0.15737168,1.1273032,3.36868,-0.032087043,1.6476704,1.2716068,2.9111805,-0.069733664,0.3447458,-0.106486656,0.6266435,0.11411786,1.0112747,-0.14816263,-0.00014453176,2.6243708
14,ecj2018,netgen,1000-10-18.tsp,1.9466008,-0.004969912,0.23582052,-0.10868593,-0.15764046,1.1365098,3.3672729,-0.03399545,1.651782,1.2747368,2.91323,-0.069894955,0.34263495,-0.106868684,0.6381097,0.11614719,1.0164336,-0.14779879,-0.0001355736,2.634247
15,ecj2018,netgen,1000-10-19.tsp,1.9686924,-0.005352208,0.23426664,-0.109360084,-0.15753011,1.1336938,3.379935,-0.033556364,1.6560879,1.2863636,2.9266107,-0.07080411,0.34476954,-0.10697829,0.5915446,0.100961104,1.0134547,-0.14791691,-0.00044505252,2.4571884
16,ecj2018,netgen,1000-10-2.tsp,1.9495063,-0.0049489643,0.23592812,-0.1084181,-0.15763621,1.1359917,3.37016,-0.03266143,1.6507102,1.2745055,2.914852,-0.06999934,0.34281433,-0.106837034,0.6333136,0.11491669,1.0168275,-0.14777327,-8.804979e-05,2.6814094
17,ecj2018,netgen,1000-10-20.tsp,1.9581139,-0.0049663917,0.23593503,-0.1086625,-0.15752237,1.1334717,3.3688052,-0.033134602,1.6499004,1.2742511,2.9046926,-0.06941067,0.34429434,-0.10663866,0.6255949,0.11324842,1.0152674,-0.14787695,-0.000129578,2.6394007
18,ecj2018,netgen,1000-10-21.tsp,1.961169,-0.0049628643,0.23902301,-0.107377514,-0.15742345,1.1282022,3.3804157,-0.030181224,1.6485103,1.2714142,2.9231713,-0.070523895,0.34398863,-0.106559515,0.6272231,0.11419981,1.0113875,-0.14816768,-8.857931e-05,2.6862519
19,ecj2018,netgen,1000-10-22.tsp,1.9489877,-0.0049683955,0.23465252,-0.10908456,-0.15764527,1.1372805,3.3658893,-0.034298133,1.6511393,1.2747412,2.9082563,-0.069600254,0.34283456,-0.106870495,0.6357714,0.11544744,1.0178595,-0.14768629,-0.00013979097,2.6285222
20,ecj2018,netgen,1000-10-23.tsp,1.9560889,-0.0050523053,0.23589693,-0.10849561,-0.15777035,1.1408697,3.379137,-0.032852657,1.6566246,1.2838169,2.924949,-0.07071421,0.3424772,-0.10715457,0.6138069,0.10763331,1.0179372,-0.14766836,-0.00010277675,2.656141
21,ecj2018,netgen,1000-10-24.tsp,1.9532773,-0.0046495185,0.24765186,-0.10404964,-0.15787785,1.1456622,3.3786469,-0.035334207,1.6613582,1.285957,2.9258533,-0.070706315,0.3407545,-0.10732315,0.6470918,0.11546296,1.0234456,-0.14731748,-9.583222e-05,2.6788309
22,ecj2018,netgen,1000-10-25.tsp,1.9796011,-0.0052945926,0.24075194,-0.106753685,-0.15755598,1.1321005,3.4005916,-0.028084707,1.6563238,1.2868807,2.9453795,-0.0720649,0.34578943,-0.106713,0.57630914,0.09677877,1.0093035,-0.14825588,-0.000105801766,2.6419618
23,ecj2018,netgen,1000-10-26.tsp,1.9586576,-0.004844119,0.2383582,-0.10751844,-0.15769601,1.1375113,3.3850589,-0.030423855,1.6517562,1.2748445,2.924416,-0.07067107,0.34266344,-0.10677635,0.6321103,0.11389062,1.0171016,-0.14775155,-6.0342663e-05,2.7271392
24,ecj2018,netgen,1000-10-27.tsp,1.9562707,-0.004950133,0.23835158,-0.10770338,-0.15744239,1.1288524,3.3697495,-0.031580176,1.64762,1.2718889,2.9160209,-0.07003691,0.34422585,-0.10650476,0.62792665,0.1136215,1.0131698,-0.14804095,-8.8522145e-05,2.6810024
25,ecj2018,netgen,1000-10-28.tsp,1.9574715,-0.004974269,0.23688884,-0.1083058,-0.15752377,1.1328992,3.3718364,-0.03245574,1.6499263,1.2735624,2.908505,-0.06962414,0.34440455,-0.10656789,0.6277573,0.11423319,1.0134917,-0.14800358,-0.00013852322,2.6322596
26,ecj2018,netgen,1000-10-29.tsp,1.9564536,-0.0049205315,0.23547645,-0.108530715,-0.15760486,1.135994,3.375739,-0.032451116,1.6514217,1.2752227,2.9082544,-0.06969033,0.3437535,-0.10671977,0.62910134,0.114151664,1.0160244,-0.14781941,-0.00010390715,2.6642244
27,ecj2018,netgen,1000-10-3.tsp,1.9374917,-0.00498392,0.2313665,-0.11025971,-0.15778033,1.1426802,3.3623366,-0.03752801,1.6539583,1.2767301,2.9090328,-0.06962721,0.3410149,-0.10723507,0.64663434,0.1179519,1.0217886,-0.14739373,-0.00021473368,2.5759892
28,ecj2018,netgen,1000-10-30.tsp,1.9553075,-0.0050122957,0.23770669,-0.10784211,-0.1573757,1.1269889,3.3722687,-0.031863663,1.6480209,1.2716824,2.9151905,-0.06997829,0.3449697,-0.106412314,0.6267394,0.11481166,1.0097481,-0.14827509,-0.00014583509,2.6248488
29,ecj2018,netgen,1000-10-31.tsp,1.9458015,-0.005052468,0.23381193,-0.10950647,-0.15747026,1.131565,3.3581438,-0.035794083,1.6486884,1.2723091,2.9055312,-0.0693232,0.34342358,-0.106748104,0.637197,0.116443396,1.0154291,-0.14785387,-0.00026310974,2.5488284
30,ecj2018,netgen,1000-10-32.tsp,1.9594483,-0.0049920753,0.23826556,-0.1077658,-0.15739979,1.1277174,3.3680704,-0.031098971,1.64704,1.2717149,2.9102895,-0.06971586,0.34489623,-0.1064292,0.62544364,0.1126608,1.0123576,-0.14809223,-8.856129e-05,2.677982
31,ecj2018,netgen,1000-10-33.tsp,1.9611466,-0.005430375,0.2339168,-0.10953219,-0.1575061,1.1325238,3.3798072,-0.034438983,1.6569828,1.2856835,2.9351416,-0.07126996,0.34405866,-0.1070812,0.59862196,0.10357318,1.0116339,-0.14805174,-0.00071955496,2.391288
32,ecj2018,netgen,1000-10-34.tsp,1.9898467,-0.0045684376,0.2425254,-0.10732339,-0.1574757,1.1310236,3.4037716,-0.029316802,1.6481342,1.2692219,2.9469907,-0.0719241,0.34174952,-0.106526166,0.6304997,0.11535214,1.0164971,-0.14778876,-0.00010141002,2.6789644
33,ecj2018,netgen,1000-10-35.tsp,1.985739,-0.004462203,0.24428114,-0.10673115,-0.1574548,1.1296785,3.4002872,-0.029155953,1.6469604,1.2696538,2.9424145,-0.07157833,0.34265435,-0.10627344,0.62815285,0.11547011,1.0147334,-0.14795114,-6.218015e-05,2.7294362
34,ecj2018,netgen,1000-10-36.tsp,1.9493598,-0.004916006,0.23404522,-0.10932345,-0.15753148,1.1338648,3.3626785,-0.03543727,1.6493737,1.2738928,2.9028614,-0.06919857,0.34376577,-0.106643416,0.63490474,0.11627187,1.0163397,-0.14779457,-0.00018166906,2.5935762
35,ecj2018,netgen,1000-10-37.tsp,1.973619,-0.0054521062,0.23517403,-0.109048516,-0.1572854,1.1251522,3.3760958,-0.032545183,1.6516939,1.2822403,2.9248176,-0.07063733,0.34617114,-0.106694736,0.5876308,0.10004203,1.0096003,-0.14817165,-0.0005815932,2.4157162
36,ecj2018,netgen,1000-10-38.tsp,1.9769117,-0.0046631917,0.25465298,-0.10133905,-0.15744193,1.1290362,3.3855832,-0.029074674,1.6542177,1.2808573,2.9268498,-0.07084483,0.34506163,-0.10644859,0.62276876,0.10998469,1.0122066,-0.14816809,-4.171995e-05,2.7697475
37,ecj2018,netgen,1000-10-39.tsp,1.9644386,-0.005309556,0.2348195,-0.109227836,-0.1576062,1.1360523,3.378676,-0.033809528,1.6574926,1.2874569,2.9260705,-0.07076326,0.34450412,-0.10699135,0.59476423,0.102155715,1.0135489,-0.1479307,-0.0003629496,2.487072
38,ecj2018,netgen,1000-10-4.tsp,1.9617956,-0.005245907,0.23536766,-0.1088175,-0.15749224,1.1318382,3.3805692,-0.03261892,1.6537987,1.2792456,2.92681,-0.070768215,0.3440276,-0.1069049,0.611968,0.10870847,1.0117956,-0.1480705,-0.00034652202,2.5078952
39,ecj2018,netgen,1000-10-40.tsp,1.9495206,-0.005026209,0.23503424,-0.10902313,-0.15757573,1.1347998,3.3648562,-0.03408115,1.6503755,1.2735969,2.9096327,-0.06966333,0.34302005,-0.10684488,0.6353653,0.11552329,1.0161529,-0.14780857,-0.00016958632,2.6058953
40,ecj2018,netgen,1000-10-41.tsp,1.9441453,-0.004963406,0.23421137,-0.10909012,-0.15767807,1.13799,3.3699708,-0.034657136,1.6522948,1.2748837,2.917282,-0.070121616,0.3419131,-0.10699346,0.64089966,0.117169045,1.0180086,-0.14767607,-0.00015703066,2.617033
41,ecj2018,netgen,1000-10-42.tsp,1.9707786,-0.0052344156,0.23622176,-0.10845242,-0.15769576,1.1386831,3.389763,-0.031661578,1.6587492,1.2890925,2.9320812,-0.0712392,0.344508,-0.10699715,0.58742243,0.099808626,1.014489,-0.14786991,-0.00018064798,2.5779865
42,ecj2018,netgen,1000-10-43.tsp,1.9553975,-0.0049929786,0.2362344,-0.10828255,-0.15759948,1.1349359,3.376366,-0.031799056,1.6509435,1.2740655,2.916726,-0.07016782,0.34322342,-0.10679866,0.63055754,0.11402969,1.0156403,-0.14784105,-0.00011149065,2.6572492
