,root,group,prob,X1_1,X2_1,X1_2,X2_2,X1_3,X2_3,X1_4,X2_4,X1_5,X2_5,X1_6,X2_6,X1_7,X2_7,X1_8,X2_8,X1_9,X2_9,X1_10,X2_10
0,ecj2018,national-500-5000,lu980.tsp,0.3107986,0.24261567,0.14527096,0.26946858,-0.06563988,0.06457101,0.3453747,0.006166316,-0.12046989,0.17240019,0.076082826,-0.05908273,-0.16062513,-0.118269406,0.06842966,0.35409227,0.4023437,0.13711432,-0.09034863,-0.037127387
1,ecj2018,national-500-5000,mu1979.tsp,-0.078055464,0.16412294,0.31728745,0.21523987,0.215963,-0.015970215,0.41997725,-0.09983598,0.24088717,-0.07258992,-0.110023,0.0003176851,0.06482298,0.7155233,-0.026277924,0.46794188,1.4145573,-0.00058537984,0.06206782,0.2809082
2,ecj2018,national-500-5000,rw1621.tsp,0.42895505,0.36507726,0.23365203,0.2414376,0.07695691,0.09263338,0.33836767,-0.06915795,0.06888228,0.13617088,0.026886862,0.034824844,0.17647925,0.1713469,-0.015847703,0.38944206,0.32456428,-0.002268957,0.16291332,0.2609456
3,ecj2018,national-500-5000,uy734.tsp,0.44602147,0.23741381,0.02503341,0.27255857,-0.03338712,0.08772414,0.31796202,-0.020515203,-0.116894476,0.264401,0.12574123,-0.03714378,0.12977527,0.24778189,0.08276742,0.29708958,0.3248112,0.12480288,0.18758957,0.11418196
4,ecj2018,national-500-5000,zi929.tsp,0.64075124,0.28442118,0.2518502,0.24468416,0.117561184,0.07911132,0.3664864,-0.081182495,0.118168585,0.046829484,-0.007410142,0.054630253,0.12102575,0.06760423,-0.03602092,0.4175801,0.3081743,-0.03667369,0.15223497,0.30020624
5,ecj2018,netgen,1000-10-1.tsp,-0.11881471,0.041997794,0.02932936,0.9824115,0.21532533,-0.09809269,0.5183756,-0.017493693,-0.0443917,-0.1550628,-0.09603337,-0.087425835,0.19848728,1.4759264,0.026846724,0.45729142,2.1291885,-1.0269555e-09,-0.017026192,0.16893826
6,ecj2018,netgen,1000-10-10.tsp,-0.12564315,0.050040815,0.032430522,0.9604481,0.20955367,-0.09553679,0.5147361,-0.014194798,-0.048171803,-0.14847302,-0.09064482,-0.08990075,0.16023082,1.4058418,0.028309498,0.45422027,2.0082457,-2.0731004e-08,-0.02076202,0.1542636
7,ecj2018,netgen,1000-10-11.tsp,-0.1316355,0.050214134,0.029464325,0.952225,0.2045648,-0.09460458,0.5165657,-0.008217869,-0.055772424,-0.14809425,-0.090686046,-0.09248966,0.15094729,1.3900948,0.030852053,0.45209208,1.9675521,-5.4817665e-08,-0.027434057,0.14397508
8,ecj2018,netgen,1000-10-12.tsp,-0.12658177,0.05471196,0.03571646,0.95010674,0.20596558,-0.093415365,0.5141442,-0.013786755,-0.048234805,-0.14783932,-0.089679666,-0.09050271,0.16370581,1.4077969,0.028412707,0.45454213,1.9361955,-8.8561194e-08,-0.020145506,0.15664987
9,ecj2018,netgen,1000-10-13.tsp,-0.13593987,0.05972533,0.033215526,0.9233893,0.19721828,-0.09055447,0.5147766,-0.0054463483,-0.060127437,-0.14477232,-0.08857445,-0.09435147,0.13581327,1.3493387,0.032859765,0.45030895,1.8246479,-1.1851755e-06,-0.02979159,0.14010356
